Asset_Name,Property_ID,Uniformat_Category,Component_Type,Correction_Work_Type,Fiscal_Year,Correction_Cost,API,Current_FCI,Projected_FCI,Current_RSL,Projected_RSL,Quantity,UoM,Assessment_Method,Last_Inspected_Rating,Assessor_Comments,CAIS_Asset_ID,Section_ID
Research Facility 6960453,6960453,Electrical Systems,Reinforced Concrete Repair,Repair Deficiency,2028,177444.0,26,0.37,0.6648,23,3,1507,LF,Direct Visual,67,Synthetic DOE Assessor Comment,CAIS-143,SEC-4
Research Facility 6960453,6960453,Foundations & Substructure,High-Performance Glazing,Sustainment Paint,2033,687346.0,93,0.8756,0.3867,20,26,484,KV,Direct Visual,87,Synthetic DOE Assessor Comment,CAIS-276,SEC-3
Research Facility 6960453,6960453,Superstructure & Walls,High-Performance Glazing,Replace System,2031,305275.0,58,0.6416,0.6671,4,-3,4027,LF,Direct Visual,91,Synthetic DOE Assessor Comment,CAIS-521,SEC-5
Research Facility 6960453,6960453,Interior Finishes,Reinforced Concrete Repair,Repair Deficiency,2031,128608.0,50,0.4559,0.7911,3,21,3268,EA,Direct Visual,100,Synthetic DOE Assessor Comment,CAIS-921,SEC-5
Research Facility 6960453,6960453,Electrical Systems,Reinforced Concrete Repair,Replace System,2032,285253.0,62,0.3083,0.7069,29,26,5637,LF,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-376,SEC-2
Research Facility 6960453,6960453,Foundations & Substructure,EPDM Membrane Roof,Sustainment Paint,2030,340327.0,4,0.6691,0.4712,12,-2,7729,LF,Direct Visual,97,Synthetic DOE Assessor Comment,CAIS-338,SEC-2
Research Facility 7022674,7022674,Superstructure & Walls,Air Handling Unit,Repair Deficiency,2031,598103.0,69,0.4235,0.9177,-2,9,9433,KV,Direct Visual,82,Synthetic DOE Assessor Comment,CAIS-959,SEC-2
Research Facility 7022674,7022674,Superstructure & Walls,High-Performance Glazing,Sustainment Paint,2032,603113.0,95,0.4546,0.588,17,-4,5762,EA,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-292,SEC-4
Research Facility 7022674,7022674,Plumbing Systems,EPDM Membrane Roof,Repair Deficiency,2034,379677.0,5,0.9442,0.4043,0,-2,3812,EA,Direct Visual,61,Synthetic DOE Assessor Comment,CAIS-639,SEC-4
Research Facility 7022674,7022674,Foundations & Substructure,EPDM Membrane Roof,Sustainment Paint,2030,209488.0,17,0.3946,0.3685,16,6,5302,SF,Direct Visual,61,Synthetic DOE Assessor Comment,CAIS-251,SEC-5
Research Facility 7067228,7067228,Electrical Systems,Reinforced Concrete Repair,Sustainment Paint,2032,673188.0,10,0.3123,0.893,18,20,9602,SF,Direct Visual,81,Synthetic DOE Assessor Comment,CAIS-409,SEC-3
Research Facility 7067228,7067228,Superstructure & Walls,High-Performance Glazing,Sustainment Paint,2033,697775.0,82,0.6843,0.7737,26,15,2855,LF,Direct Visual,74,Synthetic DOE Assessor Comment,CAIS-781,SEC-5
Research Facility 7067228,7067228,Electrical Systems,High-Performance Glazing,Replace System,2031,587067.0,94,0.3157,0.7429,13,3,2912,SF,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-500,SEC-5
Research Facility 7067228,7067228,Foundations & Substructure,High-Performance Glazing,Sustainment Paint,2032,30132.0,79,0.6919,0.7126,9,1,8130,EA,Direct Visual,81,Synthetic DOE Assessor Comment,CAIS-863,SEC-1
Research Facility 7067228,7067228,Superstructure & Walls,EPDM Membrane Roof,Replace System,2029,253369.0,82,0.3526,0.3709,0,16,7318,SF,Direct Visual,76,Synthetic DOE Assessor Comment,CAIS-314,SEC-2
Research Facility 7120868,7120868,Roofing Systems,EPDM Membrane Roof,Repair Deficiency,2027,464620.0,7,0.9294,0.6066,19,23,6876,EA,Direct Visual,86,Synthetic DOE Assessor Comment,CAIS-604,SEC-4
Research Facility 7120868,7120868,Roofing Systems,Chilled Water Loop,Replace System,2028,286760.0,62,0.9697,0.8705,9,5,7394,SF,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-401,SEC-1
Research Facility 7120868,7120868,Roofing Systems,EPDM Membrane Roof,Repair Deficiency,2028,650873.0,44,0.8695,0.5259,5,19,2637,SF,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-195,SEC-3
Research Facility 7120868,7120868,Plumbing Systems,Chilled Water Loop,Replace System,2027,711033.0,56,0.6528,0.7021,5,22,2574,SF,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-439,SEC-2
Research Facility 7210606,7210606,Interior Finishes,Air Handling Unit,Sustainment Paint,2035,332888.0,34,0.5579,0.8061,13,14,3892,SF,Direct Visual,63,Synthetic DOE Assessor Comment,CAIS-502,SEC-5
Research Facility 7210606,7210606,Plumbing Systems,High-Voltage Switchgear,Replace System,2029,60045.0,7,0.8459,0.3031,18,-5,7006,SF,Direct Visual,78,Synthetic DOE Assessor Comment,CAIS-943,SEC-5
Research Facility 7210606,7210606,Interior Finishes,High-Performance Glazing,Repair Deficiency,2027,15724.0,27,0.3777,0.5819,5,13,1343,KV,Direct Visual,67,Synthetic DOE Assessor Comment,CAIS-415,SEC-4
Research Facility 7210606,7210606,Interior Finishes,Epoxy Floor Coating,Sustainment Paint,2031,469225.0,12,0.5355,0.5359,29,19,3030,LF,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-478,SEC-2
Research Facility 7210606,7210606,Interior Finishes,Reinforced Concrete Repair,Replace System,2034,301012.0,60,0.6992,0.3223,11,9,4401,SF,Direct Visual,69,Synthetic DOE Assessor Comment,CAIS-870,SEC-1
Research Facility 7210606,7210606,Foundations & Substructure,Air Handling Unit,Replace System,2035,654526.0,53,0.3958,0.4199,9,30,1000,KV,Direct Visual,93,Synthetic DOE Assessor Comment,CAIS-528,SEC-5
Research Facility 7350753,7350753,Plumbing Systems,High-Performance Glazing,Replace System,2031,332170.0,11,0.4125,0.323,20,-3,8227,EA,Direct Visual,67,Synthetic DOE Assessor Comment,CAIS-875,SEC-4
Research Facility 7350753,7350753,Superstructure & Walls,High-Performance Glazing,Repair Deficiency,2030,385652.0,17,0.8307,0.4888,-3,22,1284,KV,Direct Visual,72,Synthetic DOE Assessor Comment,CAIS-942,SEC-2
Research Facility 7350753,7350753,Electrical Systems,Chilled Water Loop,Replace System,2032,545885.0,94,0.3089,0.7512,-1,0,6359,KV,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-433,SEC-3
Research Facility 7350753,7350753,Plumbing Systems,Epoxy Floor Coating,Repair Deficiency,2035,249226.0,54,0.9634,0.6121,2,21,2452,EA,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-702,SEC-5
Research Facility 7350753,7350753,Electrical Systems,Reinforced Concrete Repair,Repair Deficiency,2028,317497.0,37,0.8852,0.6638,29,17,6733,LF,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-770,SEC-4
Research Facility 7350753,7350753,Plumbing Systems,Chilled Water Loop,Replace System,2027,589611.0,23,0.6415,0.7049,12,20,2357,KV,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-505,SEC-3
Research Facility 7350753,7350753,HVAC & Mechanical,High-Performance Glazing,Repair Deficiency,2034,437665.0,35,0.81,0.4427,18,-4,5536,LF,Direct Visual,79,Synthetic DOE Assessor Comment,CAIS-387,SEC-4
Research Facility 7350753,7350753,Electrical Systems,Air Handling Unit,Sustainment Paint,2028,453782.0,30,0.5376,0.6184,3,14,7260,LF,Direct Visual,77,Synthetic DOE Assessor Comment,CAIS-846,SEC-4
Research Facility 7350753,7350753,Plumbing Systems,Air Handling Unit,Repair Deficiency,2030,744304.0,57,0.5569,0.8689,8,21,7938,LF,Direct Visual,63,Synthetic DOE Assessor Comment,CAIS-627,SEC-2
Research Facility 7350753,7350753,Foundations & Substructure,EPDM Membrane Roof,Sustainment Paint,2035,222678.0,52,0.3447,0.8274,3,28,9318,SF,Direct Visual,71,Synthetic DOE Assessor Comment,CAIS-297,SEC-2
Research Facility 7366205,7366205,Superstructure & Walls,Reinforced Concrete Repair,Replace System,2027,706162.0,47,0.6588,0.6634,7,12,6036,KV,Direct Visual,92,Synthetic DOE Assessor Comment,CAIS-506,SEC-1
Research Facility 7366205,7366205,HVAC & Mechanical,Reinforced Concrete Repair,Repair Deficiency,2032,564788.0,63,0.5725,0.6806,23,6,7776,LF,Direct Visual,82,Synthetic DOE Assessor Comment,CAIS-267,SEC-3
Research Facility 7366205,7366205,HVAC & Mechanical,High-Voltage Switchgear,Sustainment Paint,2028,188740.0,37,0.5274,0.3513,-4,19,814,EA,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-898,SEC-2
Research Facility 7374122,7374122,HVAC & Mechanical,High-Performance Glazing,Sustainment Paint,2030,313414.0,35,0.5539,0.4841,21,27,329,SF,Direct Visual,90,Synthetic DOE Assessor Comment,CAIS-235,SEC-2
Research Facility 7374122,7374122,Plumbing Systems,High-Voltage Switchgear,Repair Deficiency,2030,186175.0,33,0.8445,0.9657,14,12,6944,KV,Direct Visual,82,Synthetic DOE Assessor Comment,CAIS-570,SEC-3
Research Facility 7374122,7374122,Superstructure & Walls,Epoxy Floor Coating,Replace System,2035,654965.0,80,0.8896,0.5774,20,1,121,LF,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-762,SEC-5
Research Facility 7374122,7374122,Plumbing Systems,EPDM Membrane Roof,Replace System,2028,210106.0,62,0.4726,0.4334,-1,16,4530,LF,Direct Visual,77,Synthetic DOE Assessor Comment,CAIS-367,SEC-3
Research Facility 7374122,7374122,Superstructure & Walls,High-Performance Glazing,Sustainment Paint,2030,590018.0,8,0.3134,0.3708,20,15,2293,SF,Direct Visual,91,Synthetic DOE Assessor Comment,CAIS-402,SEC-3
Research Facility 7374122,7374122,Interior Finishes,Epoxy Floor Coating,Replace System,2027,480946.0,75,0.6872,0.9035,7,16,3644,KV,Direct Visual,82,Synthetic DOE Assessor Comment,CAIS-619,SEC-3
Research Facility 7377459,7377459,Electrical Systems,Air Handling Unit,Sustainment Paint,2029,350239.0,38,0.462,0.3676,1,25,2097,LF,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-881,SEC-2
Research Facility 7377459,7377459,HVAC & Mechanical,EPDM Membrane Roof,Sustainment Paint,2028,37411.0,29,0.9723,0.7102,17,9,5032,KV,Direct Visual,81,Synthetic DOE Assessor Comment,CAIS-480,SEC-3
Research Facility 7377459,7377459,Plumbing Systems,EPDM Membrane Roof,Replace System,2028,611246.0,61,0.9546,0.9422,-2,-1,7737,EA,Direct Visual,92,Synthetic DOE Assessor Comment,CAIS-222,SEC-4
Research Facility 7377459,7377459,Plumbing Systems,EPDM Membrane Roof,Replace System,2027,648088.0,20,0.5763,0.5203,3,7,5615,KV,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-568,SEC-2
Research Facility 7377459,7377459,Roofing Systems,High-Voltage Switchgear,Sustainment Paint,2029,49557.0,100,0.3088,0.3581,0,26,5450,EA,Direct Visual,80,Synthetic DOE Assessor Comment,CAIS-749,SEC-1
Research Facility 8090293,8090293,Interior Finishes,EPDM Membrane Roof,Repair Deficiency,2029,528986.0,74,0.8767,0.3835,5,26,1443,EA,Direct Visual,99,Synthetic DOE Assessor Comment,CAIS-544,SEC-4
Research Facility 8090293,8090293,Interior Finishes,Epoxy Floor Coating,Replace System,2033,147431.0,1,0.7372,0.7787,-3,29,3268,LF,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-429,SEC-5
Research Facility 8090293,8090293,Superstructure & Walls,Reinforced Concrete Repair,Sustainment Paint,2027,263410.0,81,0.7248,0.5284,10,9,5642,LF,Direct Visual,68,Synthetic DOE Assessor Comment,CAIS-205,SEC-4
Research Facility 8536477,8536477,Superstructure & Walls,Reinforced Concrete Repair,Repair Deficiency,2031,673218.0,38,0.5582,0.7014,24,28,9771,LF,Direct Visual,87,Synthetic DOE Assessor Comment,CAIS-803,SEC-2
Research Facility 8536477,8536477,Roofing Systems,Epoxy Floor Coating,Replace System,2030,380887.0,22,0.7244,0.5784,20,-4,3743,EA,Direct Visual,68,Synthetic DOE Assessor Comment,CAIS-316,SEC-1
Research Facility 8536477,8536477,Plumbing Systems,Chilled Water Loop,Repair Deficiency,2028,196769.0,47,0.5467,0.8855,-3,19,4191,SF,Direct Visual,98,Synthetic DOE Assessor Comment,CAIS-149,SEC-1
Research Facility 8536477,8536477,HVAC & Mechanical,High-Voltage Switchgear,Repair Deficiency,2027,123174.0,89,0.9449,0.8193,2,21,7280,KV,Direct Visual,67,Synthetic DOE Assessor Comment,CAIS-660,SEC-3
Research Facility 8536477,8536477,Interior Finishes,Air Handling Unit,Repair Deficiency,2030,259213.0,89,0.6847,0.97,-5,14,6896,SF,Direct Visual,93,Synthetic DOE Assessor Comment,CAIS-376,SEC-5
Research Facility 8536477,8536477,Plumbing Systems,Air Handling Unit,Repair Deficiency,2033,510106.0,14,0.8439,0.5891,27,2,4632,SF,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-609,SEC-2
Research Facility 8536477,8536477,Plumbing Systems,High-Performance Glazing,Replace System,2035,38454.0,26,0.6485,0.8043,17,21,4840,EA,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-661,SEC-4
Research Facility 8606962,8606962,HVAC & Mechanical,Epoxy Floor Coating,Replace System,2030,498053.0,1,0.7308,0.4754,-5,0,1810,KV,Direct Visual,69,Synthetic DOE Assessor Comment,CAIS-192,SEC-5
Research Facility 8606962,8606962,Foundations & Substructure,Air Handling Unit,Sustainment Paint,2028,151257.0,33,0.8678,0.9694,9,24,4851,LF,Direct Visual,89,Synthetic DOE Assessor Comment,CAIS-151,SEC-1
Research Facility 8606962,8606962,Electrical Systems,High-Performance Glazing,Repair Deficiency,2031,240509.0,47,0.9124,0.77,15,22,1899,SF,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-109,SEC-2
Research Facility 8606962,8606962,HVAC & Mechanical,Air Handling Unit,Repair Deficiency,2032,339176.0,46,0.3125,0.9217,23,12,1523,LF,Direct Visual,81,Synthetic DOE Assessor Comment,CAIS-287,SEC-1
Research Facility 8606962,8606962,Interior Finishes,Epoxy Floor Coating,Replace System,2031,325912.0,50,0.8542,0.6387,25,21,2733,SF,Direct Visual,68,Synthetic DOE Assessor Comment,CAIS-812,SEC-1
Research Facility 8606962,8606962,Electrical Systems,High-Performance Glazing,Repair Deficiency,2033,160229.0,76,0.6768,0.743,25,23,2970,KV,Direct Visual,82,Synthetic DOE Assessor Comment,CAIS-726,SEC-1
Research Facility 8707870,8707870,Interior Finishes,Epoxy Floor Coating,Repair Deficiency,2033,655165.0,57,0.7897,0.3725,-3,-1,4287,LF,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-821,SEC-5
Research Facility 8707870,8707870,Electrical Systems,Air Handling Unit,Sustainment Paint,2030,543513.0,86,0.3931,0.912,16,28,8571,SF,Direct Visual,87,Synthetic DOE Assessor Comment,CAIS-777,SEC-2
Research Facility 8707870,8707870,Interior Finishes,EPDM Membrane Roof,Sustainment Paint,2033,478281.0,20,0.7979,0.4705,30,-2,191,EA,Direct Visual,92,Synthetic DOE Assessor Comment,CAIS-969,SEC-4
Research Facility 8707870,8707870,Electrical Systems,Epoxy Floor Coating,Repair Deficiency,2028,180400.0,97,0.7522,0.4193,26,15,3947,LF,Direct Visual,77,Synthetic DOE Assessor Comment,CAIS-151,SEC-5
Research Facility 8707870,8707870,Superstructure & Walls,Chilled Water Loop,Sustainment Paint,2033,454768.0,52,0.8699,0.575,10,0,7522,KV,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-558,SEC-1
Research Facility 8755439,8755439,Interior Finishes,EPDM Membrane Roof,Repair Deficiency,2034,687233.0,96,0.6529,0.3319,-4,1,6610,KV,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-670,SEC-5
Research Facility 8755439,8755439,Foundations & Substructure,High-Voltage Switchgear,Repair Deficiency,2031,103871.0,66,0.9519,0.4254,30,8,7475,LF,Direct Visual,83,Synthetic DOE Assessor Comment,CAIS-945,SEC-1
Research Facility 8755439,8755439,Electrical Systems,High-Performance Glazing,Replace System,2032,23672.0,72,0.7101,0.4668,25,18,7415,SF,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-877,SEC-2
Research Facility 8755439,8755439,Foundations & Substructure,EPDM Membrane Roof,Replace System,2031,584280.0,71,0.8692,0.5973,28,18,1742,SF,Direct Visual,70,Synthetic DOE Assessor Comment,CAIS-604,SEC-2
Research Facility 8755439,8755439,Electrical Systems,Air Handling Unit,Sustainment Paint,2033,224820.0,14,0.7906,0.7151,11,7,3073,SF,Direct Visual,85,Synthetic DOE Assessor Comment,CAIS-320,SEC-4
Research Facility 8755439,8755439,Electrical Systems,High-Voltage Switchgear,Repair Deficiency,2032,380665.0,14,0.6237,0.7513,21,-3,9648,SF,Direct Visual,88,Synthetic DOE Assessor Comment,CAIS-568,SEC-5
Research Facility 8755439,8755439,Plumbing Systems,High-Performance Glazing,Replace System,2027,269497.0,68,0.3918,0.629,-2,30,7092,KV,Direct Visual,92,Synthetic DOE Assessor Comment,CAIS-899,SEC-2
Research Facility 8755439,8755439,HVAC & Mechanical,Chilled Water Loop,Repair Deficiency,2029,585917.0,14,0.3212,0.4783,19,15,8260,KV,Direct Visual,86,Synthetic DOE Assessor Comment,CAIS-723,SEC-2
Research Facility 8755439,8755439,Roofing Systems,Epoxy Floor Coating,Replace System,2031,463014.0,58,0.8722,0.8756,3,3,6763,LF,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-981,SEC-3
Research Facility 8755439,8755439,HVAC & Mechanical,Air Handling Unit,Sustainment Paint,2030,681918.0,26,0.7059,0.5273,8,13,5658,EA,Direct Visual,71,Synthetic DOE Assessor Comment,CAIS-615,SEC-5
Research Facility 9961380,9961380,HVAC & Mechanical,Reinforced Concrete Repair,Replace System,2035,690781.0,62,0.6225,0.5342,21,29,4685,KV,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-635,SEC-1
Research Facility 9961380,9961380,Foundations & Substructure,Epoxy Floor Coating,Repair Deficiency,2027,695764.0,86,0.5807,0.7793,-2,7,4375,EA,Direct Visual,78,Synthetic DOE Assessor Comment,CAIS-799,SEC-3
Research Facility 9961380,9961380,Superstructure & Walls,High-Voltage Switchgear,Repair Deficiency,2031,610347.0,27,0.5957,0.4676,29,-3,5877,KV,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-730,SEC-5
Research Facility 9961380,9961380,Electrical Systems,High-Performance Glazing,Sustainment Paint,2035,47686.0,50,0.3529,0.3016,10,27,4713,SF,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-496,SEC-4
Research Facility 9961380,9961380,Electrical Systems,Air Handling Unit,Replace System,2035,733046.0,7,0.4851,0.7014,-5,11,3328,KV,Direct Visual,74,Synthetic DOE Assessor Comment,CAIS-748,SEC-3
Research Facility 9961380,9961380,Electrical Systems,Chilled Water Loop,Sustainment Paint,2030,578262.0,100,0.5139,0.8491,7,13,7354,EA,Direct Visual,64,Synthetic DOE Assessor Comment,CAIS-291,SEC-2
Research Facility 9961380,9961380,HVAC & Mechanical,Chilled Water Loop,Repair Deficiency,2033,431488.0,6,0.8372,0.7696,22,12,9120,LF,Direct Visual,68,Synthetic DOE Assessor Comment,CAIS-264,SEC-5
Research Facility 9961380,9961380,Electrical Systems,EPDM Membrane Roof,Repair Deficiency,2032,262068.0,60,0.4259,0.6685,4,-3,2519,LF,Direct Visual,98,Synthetic DOE Assessor Comment,CAIS-152,SEC-5
Research Facility 9996414,9996414,Interior Finishes,High-Voltage Switchgear,Sustainment Paint,2035,617115.0,46,0.8157,0.7345,-1,15,8609,EA,Direct Visual,71,Synthetic DOE Assessor Comment,CAIS-633,SEC-1
Research Facility 9996414,9996414,Electrical Systems,Chilled Water Loop,Repair Deficiency,2033,13844.0,70,0.748,0.7707,29,20,1507,LF,Direct Visual,74,Synthetic DOE Assessor Comment,CAIS-318,SEC-3
Research Facility 9996414,9996414,Roofing Systems,EPDM Membrane Roof,Replace System,2030,322697.0,97,0.9668,0.9143,28,25,9197,SF,Direct Visual,67,Synthetic DOE Assessor Comment,CAIS-784,SEC-3
Research Facility 9996414,9996414,Interior Finishes,High-Performance Glazing,Sustainment Paint,2030,79954.0,6,0.7714,0.3351,15,19,1858,KV,Direct Visual,76,Synthetic DOE Assessor Comment,CAIS-653,SEC-3
Research Facility 9996414,9996414,Foundations & Substructure,Chilled Water Loop,Replace System,2035,518642.0,66,0.33,0.7,23,26,719,LF,Direct Visual,72,Synthetic DOE Assessor Comment,CAIS-428,SEC-5
Research Facility 9996414,9996414,Foundations & Substructure,Reinforced Concrete Repair,Repair Deficiency,2035,371540.0,69,0.4228,0.6862,-5,-1,3454,EA,Direct Visual,87,Synthetic DOE Assessor Comment,CAIS-955,SEC-1
Research Facility 9996414,9996414,Superstructure & Walls,Chilled Water Loop,Sustainment Paint,2033,478026.0,83,0.3231,0.7742,-1,4,390,KV,Direct Visual,81,Synthetic DOE Assessor Comment,CAIS-138,SEC-1
